State,Year,AvgTemp_F_Yearly,AvgTemp_C_Yearly
Alabama,1800,62.752100000000006,17.084500000000006
Alabama,1801,63.350000000000016,17.416666666666675
Alabama,1802,63.67145,17.59525
Alabama,1803,63.4133,17.451833333333333
Alabama,1804,63.47480000000001,17.486000000000004
Alabama,1805,63.54784999999999,17.526583333333328
Alabama,1806,62.899249999999995,17.166249999999998
Alabama,1807,62.50010000000001,16.944500000000005
Alabama,1808,62.18735,16.770750000000003
Alabama,1809,60.69904999999999,15.943916666666663
Alabama,1810,60.83165,16.017583333333334
Alabama,1811,61.1303,16.1835
Alabama,1812,60.0188,15.566
Alabama,1813,61.816849999999995,16.564916666666665
Alabama,1814,61.40645000000001,16.33691666666667
Alabama,1815,60.77254999999999,15.984749999999995
Alabama,1816,59.971250000000005,15.539583333333336
Alabama,1817,60.20255,15.668083333333335
Alabama,1818,61.480250000000005,16.37791666666667
Alabama,1819,61.154149999999994,16.196749999999998
Alabama,1820,61.194050000000004,16.21891666666667
Alabama,1821,61.27505,16.263916666666667
Alabama,1822,62.92249999999999,17.179166666666664
Alabama,1823,61.87055000000001,16.594750000000005
Alabama,1824,62.96450000000001,17.202500000000004
Alabama,1825,63.66875000000001,17.593750000000007
Alabama,1826,63.17345000000001,17.31858333333334
Alabama,1827,64.24535,17.914083333333334
Alabama,1828,65.16590000000001,18.425500000000007
Alabama,1829,62.72735,17.07075
